ISIN,CompanyName,Year,Reportdate,RBICS_PrimaryCode,RBICS_Top10_Flag
CH0045825517,FUNDAMENTA REAL ,2020,2021-03-12,4392,True
CH0045825517,FUNDAMENTA REAL ,2021,2022-04-15,4392,True
CH0045825517,FUNDAMENTA REAL ,2022,2023-03-15,4392,True
CH0045825517,FUNDAMENTA REAL ,2023,2024-03-14,4392,True
CH0100837282,KARDEX HOLDING ,2019,2020-03-05,8520,False
CH0100837282,KARDEX HOLDING ,2020,2021-03-04,8520,False
CH0100837282,KARDEX HOLDING ,2021,2022-03-03,8520,False
CH0100837282,KARDEX HOLDING ,2022,2023-03-02,8520,False
CH0100837282,KARDEX HOLDING ,2023,2024-03-07,8520,False
CH0102484968,JULIUS BAER ,2019,2020-02-03,4310,True
CH0102484968,JULIUS BAER ,2020,2021-02-01,4310,True
CH0102484968,JULIUS BAER ,2021,2022-02-02,4310,True
CH0102484968,JULIUS BAER ,2022,2023-02-02,4310,True
CH0102484968,JULIUS BAER ,2023,2024-02-01,4310,True
CH0106213793,SPEXIS AG ,2019,2020-04-28,3440,True
CH0106213793,SPEXIS AG ,2020,2021-03-05,3440,True
CH0106213793,SPEXIS AG ,2021,2022-04-18,3440,True
CH0106213793,SPEXIS AG ,2022,2023-05-29,3440,True
CH0106213793,SPEXIS AG ,2023,2024-05-31,3440,True
CH0110240600,ARBONIA AG ,2019,2020-02-25,3110,True
CH0110240600,ARBONIA AG ,2020,2021-03-02,3110,True
CH0110240600,ARBONIA AG ,2021,2022-03-01,3110,True
CH0110240600,ARBONIA AG ,2022,2023-02-28,3110,True
CH0110240600,ARBONIA AG ,2023,2024-02-27,3110,True
CH0111677362,ORIOR AG ,2019,2020-03-04,6760,False
CH0111677362,ORIOR AG ,2020,2021-03-10,6760,False
CH0111677362,ORIOR AG ,2021,2022-03-02,6760,False
CH0111677362,ORIOR AG ,2022,2023-03-08,6760,False
CH0111677362,ORIOR AG ,2023,2024-03-13,6760,False
CH0118530366,PEACH PROPERTY ,2019,2020-02-19,2810,False
CH0118530366,PEACH PROPERTY ,2020,2021-03-29,2810,False
CH0118530366,PEACH PROPERTY ,2021,2022-03-29,2810,False
CH0118530366,PEACH PROPERTY ,2022,2023-03-21,2810,False
CH0118530366,PEACH PROPERTY ,2023,2024-03-21,2810,False
CH0126639464,CALIDA HOLDING AG ,2019,2020-03-06,1610,False
CH0126639464,CALIDA HOLDING AG ,2020,2021-03-05,1610,False
CH0126639464,CALIDA HOLDING AG ,2021,2022-03-04,1610,False
CH0126639464,CALIDA HOLDING AG ,2022,2023-03-03,1610,False
CH0126639464,CALIDA HOLDING AG ,2023,2024-02-23,1610,False
CH0126673539,DKSH HOLDING AG ,2019,2020-02-10,8580,True
CH0126673539,DKSH HOLDING AG ,2020,2021-02-09,8580,True
CH0126673539,DKSH HOLDING AG ,2021,2022-02-09,8580,True
CH0126673539,DKSH HOLDING AG ,2022,2023-02-09,8580,True
CH0126673539,DKSH HOLDING AG ,2023,2024-02-16,8580,True
CH0126881561,SWISS RE ,2019,2020-02-20,4370,True
CH0126881561,SWISS RE ,2020,2021-02-19,4370,True
CH0126881561,SWISS RE ,2021,2022-02-25,4370,True
CH0126881561,SWISS RE ,2022,2023-02-17,4370,True
CH0126881561,SWISS RE ,2023,2024-02-16,4370,True
CH0127480363,AUTONEUM HOLD ,2019,2020-03-04,1910,False
CH0127480363,AUTONEUM HOLD ,2020,2021-03-03,1910,False
CH0127480363,AUTONEUM HOLD ,2021,2022-03-02,1910,False
CH0127480363,AUTONEUM HOLD ,2022,2023-03-01,1910,False
CH0127480363,AUTONEUM HOLD ,2023,2024-01-23,1910,False
CH0130293662,BKW AG ,2019,2020-03-18,8220,False
CH0130293662,BKW AG ,2020,2021-03-16,8220,False
CH0130293662,BKW AG ,2021,2022-03-15,8220,False
CH0130293662,BKW AG ,2022,2023-03-14,8220,False
CH0130293662,BKW AG ,2023,2024-03-12,8220,False
CH0148052126,ZUG ESTATES ,2019,2020-03-06,4392,True
CH0148052126,ZUG ESTATES ,2020,2021-03-05,4392,True
CH0148052126,ZUG ESTATES ,2021,2022-03-04,4392,True
CH0148052126,ZUG ESTATES ,2022,2023-02-24,4392,True
CH0148052126,ZUG ESTATES ,2023,2024-02-21,4392,True
CH0189396655,GLARNER KANT ,2019,2020-02-20,4310,True
CH0189396655,GLARNER KANT ,2020,2021-02-09,4310,True
CH0189396655,GLARNER KANT ,2021,2022-02-10,4310,True
CH0189396655,GLARNER KANT ,2022,2023-03-31,4310,True
CH0189396655,GLARNER KANT ,2023,2024-04-03,4310,True
CH0190891181,LEONTEQ AG ,2019,2020-02-13,4394,False
CH0190891181,LEONTEQ AG ,2020,2021-02-11,4394,False
CH0190891181,LEONTEQ AG ,2021,2022-02-10,4394,False
CH0190891181,LEONTEQ AG ,2022,2023-02-09,4394,False
CH0190891181,LEONTEQ AG ,2023,2024-02-08,4394,False
CH0208062627,MEIER T ,2019,2020-02-25,3110,True
CH0208062627,MEIER T ,2020,2021-03-04,3110,True
CH0208062627,MEIER T ,2021,2022-04-15,3110,True
CH0208062627,MEIER T ,2022,2023-02-15,3110,True
CH0208062627,MEIER T ,2023,2024-02-29,3110,True
CH0212186248,NOVAVEST REAL ,2019,2020-03-18,4380,True
CH0212186248,NOVAVEST REAL ,2020,2021-02-23,4380,True
CH0212186248,NOVAVEST REAL ,2021,2022-04-15,4380,True
CH0212186248,NOVAVEST REAL ,2022,2023-02-22,4380,True
CH0212186248,NOVAVEST REAL ,2023,2024-02-21,4380,True
CH0212255803,BURKHALTER ,2019,2020-04-06,4090,False
CH0212255803,BURKHALTER ,2020,2021-04-12,4090,False
CH0212255803,BURKHALTER ,2021,2022-03-31,4090,False
CH0212255803,BURKHALTER ,2022,2023-04-03,4090,False
CH0212255803,BURKHALTER ,2023,2024-04-08,4090,False
CH0225173167,CEMBRA MONEY BANK AG ,2019,2020-02-21,4320,False
CH0225173167,CEMBRA MONEY BANK AG ,2020,2021-02-19,4320,False
CH0225173167,CEMBRA MONEY BANK AG ,2021,2022-02-16,4320,False
CH0225173167,CEMBRA MONEY BANK AG ,2022,2023-02-23,4320,False
CH0225173167,CEMBRA MONEY BANK AG ,2023,2024-02-22,4320,False
CH0231351104,THURGAUER KANTONAL ,2019,2020-02-18,4310,True
CH0231351104,THURGAUER KANTONAL ,2020,2021-02-19,4310,True
CH0231351104,THURGAUER KANTONAL ,2021,2022-04-15,4310,True
CH0231351104,THURGAUER KANTONAL ,2022,2023-02-16,4310,True
CH0231351104,THURGAUER KANTONAL ,2023,2024-02-15,4310,True
CH0238627142,BOSSARD HOLDING AG ,2019,2020-02-19,8591,False
CH0238627142,BOSSARD HOLDING AG ,2020,2021-03-03,8591,False
CH0238627142,BOSSARD HOLDING AG ,2021,2022-03-02,8591,False
CH0238627142,BOSSARD HOLDING AG ,2022,2023-01-12,8591,False
CH0238627142,BOSSARD HOLDING AG ,2023,2024-01-11,8591,False
CH0239229302,SFS GROUP AG ,2019,2020-03-06,1910,False
CH0239229302,SFS GROUP AG ,2020,2021-03-05,1910,False
CH0239229302,SFS GROUP AG ,2021,2022-03-04,1910,False
CH0239229302,SFS GROUP AG ,2022,2023-03-03,1910,False
CH0239229302,SFS GROUP AG ,2023,2024-03-07,1910,False
CH0239518779,HIAG IMMOBILIEN ,2019,2020-03-16,4380,True
CH0239518779,HIAG IMMOBILIEN ,2020,2021-03-15,4380,True
CH0239518779,HIAG IMMOBILIEN ,2021,2022-03-14,4380,True
CH0239518779,HIAG IMMOBILIEN ,2022,2023-03-13,4380,True
CH0239518779,HIAG IMMOBILIEN ,2023,2024-03-04,4380,True
CH0244017502,BYSTRONIC ,2019,2020-03-17,4992,False
CH0244017502,BYSTRONIC ,2020,2021-02-03,4992,False
CH0244017502,BYSTRONIC ,2021,2022-02-04,4992,False
CH0244017502,BYSTRONIC ,2022,2023-02-03,4992,False
CH0244017502,BYSTRONIC ,2023,2024-02-29,4992,False
CH0244767585,UBS GROUP AG ,2019,2020-01-21,4395,False
CH0244767585,UBS GROUP AG ,2020,2021-01-26,4395,False
CH0244767585,UBS GROUP AG ,2021,2022-02-01,4395,False
CH0244767585,UBS GROUP AG ,2022,2023-01-31,4395,False
CH0244767585,UBS GROUP AG ,2023,2024-02-06,4395,False
CH0256379097,MOLECULAR PARTNERS ,2019,2020-03-20,3440,True
CH0256379097,MOLECULAR PARTNERS ,2020,2021-02-05,3440,True
CH0256379097,MOLECULAR PARTNERS ,2021,2022-03-15,3440,True
CH0256379097,MOLECULAR PARTNERS ,2022,2023-03-09,3440,True
CH0256379097,MOLECULAR PARTNERS ,2023,2024-03-15,3440,True
CH0276534614,ZEHNDER GROUP AG ,2019,2020-02-26,5570,False
CH0276534614,ZEHNDER GROUP AG ,2020,2021-02-24,5570,False
CH0276534614,ZEHNDER GROUP AG ,2021,2022-01-14,5570,False
CH0276534614,ZEHNDER GROUP AG ,2022,2023-01-23,5570,False
CH0276534614,ZEHNDER GROUP AG ,2023,2024-01-19,5570,False
CH0276837694,MOBILEZONE HOLDING ,2019,2020-03-13,4992,False
CH0276837694,MOBILEZONE HOLDING ,2020,2021-04-09,4992,False
CH0276837694,MOBILEZONE HOLDING ,2021,2022-03-11,4992,False
CH0276837694,MOBILEZONE HOLDING ,2022,2023-03-10,4992,False
CH0276837694,MOBILEZONE HOLDING ,2023,2024-03-08,4992,False
CH0284142913,PLAZZA AG ,2019,2020-03-20,4380,True
CH0284142913,PLAZZA AG ,2020,2021-03-03,4380,True
CH0284142913,PLAZZA AG ,2021,2022-03-09,4380,True
CH0284142913,PLAZZA AG ,2022,2023-03-08,4380,True
CH0284142913,PLAZZA AG ,2023,2024-03-06,4380,True
CH0305285295,VARIA US PROP ,2019,2020-04-07,8592,True
CH0305285295,VARIA US PROP ,2020,2021-03-29,8592,True
CH0305285295,VARIA US PROP ,2021,2022-03-29,8592,True
CH0305285295,VARIA US PROP ,2022,2023-03-30,8592,True
CH0305285295,VARIA US PROP ,2023,2024-03-28,8592,True
CH0311864901,VAT GROUP ,2019,2020-03-03,4992,False
CH0311864901,VAT GROUP ,2020,2021-01-14,4992,False
CH0311864901,VAT GROUP ,2021,2022-01-12,4992,False
CH0311864901,VAT GROUP ,2022,2023-01-12,4992,False
CH0311864901,VAT GROUP ,2023,2024-01-11,4992,False
CH0315966322,BELL FOOD GROUP AG ,2019,2020-02-17,4670,False
CH0315966322,BELL FOOD GROUP AG ,2020,2021-02-12,4670,False
CH0315966322,BELL FOOD GROUP AG ,2021,2022-02-11,4670,False
CH0315966322,BELL FOOD GROUP AG ,2022,2023-02-10,4670,False
CH0315966322,BELL FOOD GROUP AG ,2023,2024-02-07,4670,False
CH0319416936,FLUGHAFEN ZURICH AG ,2019,2020-03-10,8580,True
CH0319416936,FLUGHAFEN ZURICH AG ,2020,2021-03-12,8580,True
CH0319416936,FLUGHAFEN ZURICH AG ,2021,2022-03-08,8580,True
CH0319416936,FLUGHAFEN ZURICH AG ,2022,2023-03-14,8580,True
CH0319416936,FLUGHAFEN ZURICH AG ,2023,2024-03-08,8580,True
CH0325094297,INVESTIS HOLDING SA ,2019,2020-04-01,4392,True
CH0325094297,INVESTIS HOLDING SA ,2020,2021-03-24,4392,True
CH0325094297,INVESTIS HOLDING SA ,2021,2022-03-24,4392,True
CH0325094297,INVESTIS HOLDING SA ,2022,2023-03-23,4392,True
CH0325094297,INVESTIS HOLDING SA ,2023,2024-03-27,4392,True
CH0350494719,BANQUE CANTON GENEVE ,2019,2020-02-25,4310,True
CH0350494719,BANQUE CANTON GENEVE ,2020,2021-02-24,4310,True
CH0350494719,BANQUE CANTON GENEVE ,2021,2022-02-22,4310,True
CH0350494719,BANQUE CANTON GENEVE ,2022,2023-03-29,4310,True
CH0350494719,BANQUE CANTON GENEVE ,2023,2024-03-05,4310,True
CH0360674466,GALENICA AG ,2019,2020-01-21,3410,False
CH0360674466,GALENICA AG ,2020,2021-03-09,3410,False
CH0360674466,GALENICA AG ,2021,2022-03-08,3410,False
CH0360674466,GALENICA AG ,2022,2023-03-06,3410,False
CH0360674466,GALENICA AG ,2023,2024-01-18,3410,False
CH0360826991,COMET HOLDING AG ,2019,2020-03-19,3730,False
CH0360826991,COMET HOLDING AG ,2020,2021-01-27,3730,False
CH0360826991,COMET HOLDING AG ,2021,2022-01-20,3730,False
CH0360826991,COMET HOLDING AG ,2022,2023-03-02,3730,False
CH0360826991,COMET HOLDING AG ,2023,2024-02-01,3730,False
CH0363463438,IDORSIA LTD ,2019,2020-02-06,3410,False
CH0363463438,IDORSIA LTD ,2020,2021-02-04,3410,False
CH0363463438,IDORSIA LTD ,2021,2022-02-07,3410,False
CH0363463438,IDORSIA LTD ,2022,2023-02-07,3410,False
CH0363463438,IDORSIA LTD ,2023,2024-05-21,3410,False
CH0386200239,MEDARTIS HOLDING AG ,2019,2020-03-03,3440,True
CH0386200239,MEDARTIS HOLDING AG ,2020,2021-03-10,3440,True
CH0386200239,MEDARTIS HOLDING AG ,2021,2022-03-07,3440,True
CH0386200239,MEDARTIS HOLDING AG ,2022,2023-03-14,3440,True
CH0386200239,MEDARTIS HOLDING AG ,2023,2024-03-12,3440,True
CH0404880129,ASMALLWORLD AG ,2019,2020-03-19,8580,True
CH0404880129,ASMALLWORLD AG ,2020,2021-03-18,8580,True
CH0404880129,ASMALLWORLD AG ,2021,2022-03-16,8580,True
CH0404880129,ASMALLWORLD AG ,2022,2023-03-16,8580,True
CH0404880129,ASMALLWORLD AG ,2023,2024-03-14,8580,True
CH0406705126,SENSIRION HOLDING AG ,2019,2020-03-10,4050,False
CH0406705126,SENSIRION HOLDING AG ,2020,2021-03-16,4050,False
CH0406705126,SENSIRION HOLDING AG ,2021,2022-03-14,4050,False
CH0406705126,SENSIRION HOLDING AG ,2022,2023-03-14,4050,False
CH0406705126,SENSIRION HOLDING AG ,2023,2024-03-12,4050,False
CH0418792922,SIKA AG ,2019,2020-02-21,2893,False
CH0418792922,SIKA AG ,2020,2021-02-19,2893,False
CH0418792922,SIKA AG ,2021,2022-02-18,2893,False
CH0418792922,SIKA AG ,2022,2023-02-17,2893,False
CH0418792922,SIKA AG ,2023,2024-02-16,2893,False
CH0432492467,ALCON AG ,2020,2021-02-23,3440,True
CH0432492467,ALCON AG ,2021,2022-02-15,3440,True
CH0432492467,ALCON AG ,2022,2023-02-27,3440,True
CH0432492467,ALCON AG ,2023,2024-02-27,3440,True
CH0435377954,SIG GROUP AG ,2019,2020-02-25,4910,False
CH0435377954,SIG GROUP AG ,2020,2021-02-23,4910,False
CH0435377954,SIG GROUP AG ,2021,2022-03-01,4910,False
CH0435377954,SIG GROUP AG ,2022,2023-02-28,4910,False
CH0435377954,SIG GROUP AG ,2023,2024-02-27,4910,False
CH0461929603,XLIFE SCIENCES AG ,2022,2023-04-20,8550,False
CH0461929603,XLIFE SCIENCES AG ,2023,2024-04-23,8550,False
CH0466642201,HELVETIA HOLDING ,2019,2020-03-04,4370,True
CH0466642201,HELVETIA HOLDING ,2020,2021-03-25,4370,True
CH0466642201,HELVETIA HOLDING ,2021,2022-03-24,4370,True
CH0466642201,HELVETIA HOLDING ,2022,2023-03-06,4370,True
CH0466642201,HELVETIA HOLDING ,2023,2024-04-11,4370,True
CH0468525222,MEDACTA GROUP SA ,2020,2021-01-21,3440,True
CH0468525222,MEDACTA GROUP SA ,2021,2022-01-20,3440,True
CH0468525222,MEDACTA GROUP SA ,2022,2023-02-03,3440,True
CH0468525222,MEDACTA GROUP SA ,2023,2024-02-02,3440,True
CH0478634105,AEVIS VICTORIA ,2019,2020-02-28,8592,True
CH0478634105,AEVIS VICTORIA ,2020,2021-03-02,8592,True
CH0478634105,AEVIS VICTORIA ,2021,2022-03-30,8592,True
CH0478634105,AEVIS VICTORIA ,2022,2023-03-09,8592,True
CH0478634105,AEVIS VICTORIA ,2023,2024-03-21,8592,True
CH0496451508,SOFTWAREONE HOLD ,2020,2021-03-25,4030,False
CH0496451508,SOFTWAREONE HOLD ,2021,2022-03-03,4030,False
CH0496451508,SOFTWAREONE HOLD ,2022,2023-03-02,4030,False
CH0496451508,SOFTWAREONE HOLD ,2023,2024-02-15,4030,False
CH0528751586,VZ HOLDING AG ,2019,2020-02-28,4350,False
CH0528751586,VZ HOLDING AG ,2020,2021-03-05,4350,False
CH0528751586,VZ HOLDING AG ,2021,2022-03-03,4350,False
CH0528751586,VZ HOLDING AG ,2022,2023-03-02,4350,False
CH0528751586,VZ HOLDING AG ,2023,2024-02-29,4350,False
CH0530235594,VETROPACK AG ,2019,2020-03-17,8530,False
CH0530235594,VETROPACK AG ,2020,2021-03-16,8530,False
CH0530235594,VETROPACK AG ,2021,2022-03-15,8530,False
CH0530235594,VETROPACK AG ,2022,2023-03-14,8530,False
CH0530235594,VETROPACK AG ,2023,2024-03-19,8530,False
CH0531751755,BANQUE CANT VAUDOISE ,2019,2020-02-27,4310,True
CH0531751755,BANQUE CANT VAUDOISE ,2020,2021-02-18,4310,True
CH0531751755,BANQUE CANT VAUDOISE ,2021,2022-02-17,4310,True
CH0531751755,BANQUE CANT VAUDOISE ,2022,2023-02-10,4310,True
CH0531751755,BANQUE CANT VAUDOISE ,2023,2024-02-08,4310,True
CH0542483745,UG HOLDING AG ,2021,2022-03-15,3720,False
CH0542483745,UG HOLDING AG ,2022,2023-03-15,3720,False
CH0542483745,UG HOLDING AG ,2023,2024-03-13,3720,False
CH1101098163,BELIMO HOLDINGS AG ,2019,2020-03-09,3750,False
CH1101098163,BELIMO HOLDINGS AG ,2020,2021-03-08,3750,False
CH1101098163,BELIMO HOLDINGS AG ,2021,2022-01-20,3750,False
CH1101098163,BELIMO HOLDINGS AG ,2022,2023-01-19,3750,False
CH1101098163,BELIMO HOLDINGS AG ,2023,2024-01-22,3750,False
CH1169151003,GEORG FISCHER AG ,2019,2020-02-26,4910,False
CH1169151003,GEORG FISCHER AG ,2020,2021-03-03,4910,False
CH1169151003,GEORG FISCHER AG ,2021,2022-03-02,4910,False
CH1169151003,GEORG FISCHER AG ,2022,2023-03-02,4910,False
CH1169151003,GEORG FISCHER AG ,2023,2024-03-19,4910,False
CH1173567111,GURIT HOLDING AG ,2019,2020-02-19,2510,False
CH1173567111,GURIT HOLDING AG ,2020,2021-03-02,2510,False
CH1173567111,GURIT HOLDING AG ,2021,2022-03-04,2510,False
CH1173567111,GURIT HOLDING AG ,2022,2023-03-02,2510,False
CH1173567111,GURIT HOLDING AG ,2023,2024-01-31,2510,False
CH1175448666,STRAUMANN HOLDING AG ,2019,2020-02-18,3440,True
CH1175448666,STRAUMANN HOLDING AG ,2020,2021-02-16,3440,True
CH1175448666,STRAUMANN HOLDING AG ,2021,2022-02-15,3440,True
CH1175448666,STRAUMANN HOLDING AG ,2022,2023-02-21,3440,True
CH1175448666,STRAUMANN HOLDING AG ,2023,2024-02-27,3440,True
CH1176493729,BACHEM HOLDING ,2019,2020-04-15,3440,True
CH1176493729,BACHEM HOLDING ,2020,2021-03-12,3440,True
CH1176493729,BACHEM HOLDING ,2021,2022-03-18,3440,True
CH1176493729,BACHEM HOLDING ,2022,2023-03-07,3440,True
CH1176493729,BACHEM HOLDING ,2023,2024-03-07,3440,True
CH1248667003,SCHWEITER TECH AG ,2019,2020-03-10,4970,True
CH1248667003,SCHWEITER TECH AG ,2020,2021-03-05,4970,True
CH1248667003,SCHWEITER TECH AG ,2021,2022-03-04,4970,True
CH1248667003,SCHWEITER TECH AG ,2022,2023-03-06,4970,True
CH1248667003,SCHWEITER TECH AG ,2023,2024-03-07,4970,True
CH1252930610,LUZERNER KANTONAL ,2019,2020-02-19,4320,False
CH1252930610,LUZERNER KANTONAL ,2020,2021-02-02,4320,False
CH1252930610,LUZERNER KANTONAL ,2021,2022-02-03,4320,False
CH1252930610,LUZERNER KANTONAL ,2022,2023-02-07,4320,False
CH1252930610,LUZERNER KANTONAL ,2023,2024-02-01,4320,False
CH1256740924,SGS SA ,2019,2020-01-28,8580,True
CH1256740924,SGS SA ,2020,2021-01-28,8580,True
CH1256740924,SGS SA ,2021,2022-01-27,8580,True
CH1256740924,SGS SA ,2022,2023-01-26,8580,True
CH1256740924,SGS SA ,2023,2024-01-26,8580,True
CH1261338102,PHOENIX MECANO AG ,2019,2020-02-19,5510,False
CH1261338102,PHOENIX MECANO AG ,2020,2021-02-18,5510,False
CH1261338102,PHOENIX MECANO AG ,2021,2022-05-03,5510,False
CH1261338102,PHOENIX MECANO AG ,2022,2023-04-20,5510,False
CH1261338102,PHOENIX MECANO AG ,2023,2024-02-15,5510,False
CH1263676327,ROMANDE ENERGIE ,2019,2020-04-06,8220,False
CH1263676327,ROMANDE ENERGIE ,2020,2021-04-22,8220,False
CH1263676327,ROMANDE ENERGIE ,2021,2022-04-11,8220,False
CH1263676327,ROMANDE ENERGIE ,2022,2023-04-05,8220,False
CH1263676327,ROMANDE ENERGIE ,2023,2024-04-23,8220,False
CH1276028821,SANTHERA PHARMA ,2019,2020-03-24,3430,True
CH1276028821,SANTHERA PHARMA ,2020,2021-02-16,3430,True
CH1276028821,SANTHERA PHARMA ,2021,2022-03-11,3430,True
CH1276028821,SANTHERA PHARMA ,2022,2023-04-27,3430,True
CH1276028821,SANTHERA PHARMA ,2023,2024-04-25,3430,True
CH1276062754,WISEKEY INTERN ,2019,2020-03-10,8592,True
CH1276062754,WISEKEY INTERN ,2020,2021-04-30,8592,True
CH1276062754,WISEKEY INTERN ,2021,2022-01-31,8592,True
CH1276062754,WISEKEY INTERN ,2022,2023-04-21,8592,True
CH1276062754,WISEKEY INTERN ,2023,2024-05-15,8592,True
CH1357065999,MEYER BURGER TECH ,2019,2020-03-12,4030,False
CH1357065999,MEYER BURGER TECH ,2020,2021-03-11,4030,False
CH1357065999,MEYER BURGER TECH ,2021,2022-03-24,4030,False
CH1357065999,MEYER BURGER TECH ,2022,2023-03-23,4030,False
CH1357065999,MEYER BURGER TECH ,2023,2024-03-14,4030,False
IT0004147952,NEWRON PHARMA ,2019,2020-03-05,3430,True
IT0004147952,NEWRON PHARMA ,2020,2021-03-16,3430,True
IT0004147952,NEWRON PHARMA ,2021,2022-03-16,3430,True
IT0004147952,NEWRON PHARMA ,2022,2023-03-14,3430,True
IT0004147952,NEWRON PHARMA ,2023,2024-03-19,3430,True
LI0315487269,VP BANK AG ,2019,2020-03-10,4310,True
LI0315487269,VP BANK AG ,2020,2021-03-09,4310,True
LI0315487269,VP BANK AG ,2021,2022-03-08,4310,True
LI0315487269,VP BANK AG ,2022,2023-04-21,4310,True
LI0315487269,VP BANK AG ,2023,2024-03-12,4310,True
LI0355147575,LIECHTENSTEIN LANDBK ,2019,2020-03-12,4310,True
LI0355147575,LIECHTENSTEIN LANDBK ,2020,2021-03-11,4310,True
LI0355147575,LIECHTENSTEIN LANDBK ,2021,2022-03-25,4310,True
LI0355147575,LIECHTENSTEIN LANDBK ,2022,2023-02-27,4310,True
LI0355147575,LIECHTENSTEIN LANDBK ,2023,2024-02-26,4310,True
NL0010733960,LASTMINUTE.COM NV ,2019,2020-02-14,8592,True
NL0010733960,LASTMINUTE.COM NV ,2020,2021-02-10,8592,True
NL0010733960,LASTMINUTE.COM NV ,2021,2022-02-10,8592,True
NL0010733960,LASTMINUTE.COM NV ,2022,2023-02-09,8592,True
NL0010733960,LASTMINUTE.COM NV ,2023,2024-04-04,8592,True
NL0011832936,COSMO PHARMA ,2019,2020-04-08,3430,True
NL0011832936,COSMO PHARMA ,2020,2021-03-26,3430,True
NL0011832936,COSMO PHARMA ,2021,2022-03-31,3430,True
NL0011832936,COSMO PHARMA ,2022,2023-03-23,3430,True
NL0011832936,COSMO PHARMA ,2023,2024-03-20,3430,True
