"";"ISIN";"Reportdate";"Name";"Group";"Year";"Actual";"Estimate";"Mean";"Surprise";"SurpriseSD";"SurprisePercent";"SurpriseCategory";"CAPM_a";"CAPM_a_sd";"CAPM_a_p";"CAPM_beta";"CAPM_beta_sd";"CAPM_beta_p";"CAPM_BPtest_p";"CAPM_robust_a";"CAPM_robust_a_sd";"CAPM_robust_beta";"CAPM_robust_beta_sd";"CAR_shortterm";"CAR_middleterm";"BHAR_shortterm";"BHAR_middleterm"
"BP65";"CH0006372897";2021-03-19;"INTERROLL HOLDING AG ";4992;2020;91,48771603;8;74,97441209;16,51330395;7,243375235;0,22;"Positive";0,002231211584501;0,00157288876306912;0,157453566078095;1,23024077789754;0,167999840683067;4,58065721636197e-12;0,174529296462879;0,00149591063756712;0,00139061802108532;1,20718138152853;0,148531550023585;-0,018400144766371;-0,10178662596247;-0,0215884065151188;-0,106225616064833
"BP66";"CH0006372897";2022-02-22;"INTERROLL HOLDING AG ";4992;2021;104,3749586;10;100,8159087;3,559049872;4,692488707;0,04;"Neutral";0,000327591486639645;0,00113846291207636;0,773811046347363;1,4903529762248;0,181750236082562;2,02411716730031e-14;0,0622047742081507;7,29322946352604e-05;0,000993907365498951;1,56318103160317;0,158672624648062;-0,0589533399976177;-0,174478247868391;-0,0589181848729131;-0,17875474389008
"BP67";"CH0006372897";2023-01-30;"INTERROLL HOLDING AG ";4992;2022;107,3865933;9;98,8606022;8,525991085;5,907795053;0,09;"Positive";-0,000799367883824053;0,0015720502186475;0,611623343753323;1,66863678953816;0,151371640483723;9,14173717132823e-23;0,493600533224692;-0,000701782663418529;0,00156833680209168;1,67929094627146;0,151014078143039;0,117733668143456;0,155641402480883;0,120891521021924;0,146274953088214
"BP68";"CH0006372897";2024-01-29;"INTERROLL HOLDING AG ";4992;2023;85,81562663;9;81,96281999;3,852806638;4,832460549;0,05;"Neutral";-0,000121567678375692;0,00134661811302266;0,928150177761193;1,0752461567019;0,207907472462429;5,22593537339273e-07;0,728362591359644;0,00016757018271419;0,00109446893282418;1,22610243942889;0,168977579695081;0,0568913138350824;0,086310122855997;0,0578747865259672;0,0901857135922131
"BP69";"CH0008038389";2020-02-27;"SWISS PRIME SITE ";4392;2019;7,992005902;8;6,39546704;1,596538862;1,872183252;0,25;"Positive";0,00122955405352895;0,000527192982210436;0,0205945492717723;0,377003947388899;0,085390417977162;1,58599592893169e-05;0,890841781117799;0,00114814837551794;0,000461240907967476;0,359585661378953;0,0747080390834703;-0,00305372656331578;-0,285914235082861;-0,00421651634131925;-0,261182320250119
"BP70";"CH0008038389";2021-02-25;"SWISS PRIME SITE ";4392;2020;8,034573177;8;5,189355225;2,845217952;1,007067236;0,55;"Positive";-0,0015223573464648;0,000991149785614621;0,12599389734641;0,650633258301078;0,0739765740936728;4,29338273281152e-16;0,0150325384795064;-0,001173935031521;0,000821951324860015;0,690627447915358;0,0613480868052588;-0,0342301219852774;0,024639983863057;-0,0342749520009165;0,0225712848733228
"BP71";"CH0008038389";2022-02-17;"SWISS PRIME SITE ";4392;2021;3,501158378;8;5,024407034;-1,523248656;1,46195178;-0,3;"Negativ";-0,000371226765145646;0,000569568204158711;0,515233764119705;0,685852240009711;0,0905268486869991;9,90097748233177e-13;0,38962640496606;-0,000214392070933251;0,000518350590292906;0,691747369305837;0,0823863500659649;0,0238251974723634;0,025844707223972;0,0237296105854689;0,0246824804345819
"BP72";"CH0008038389";2023-02-09;"SWISS PRIME SITE ";4392;2022;3,66078566;8;3,904217264;-0,243431605;0,44017755;-0,06;"Negativ";1,14971595390378e-05;0,000757758445454214;0,987908301022895;0,67918802616864;0,0732908924646782;1,85503422534829e-17;0,0763391725842185;0,000431785896911961;0,00064024957094816;0,660278424041025;0,0619253572644652;-0,00611569456417172;-0,0323854038657605;-0,00617625861761828;-0,0326173645127402
"BP73";"CH0008038389";2024-02-08;"SWISS PRIME SITE ";4392;2023;4,075816592;8;5,062579238;-0,986762646;1,066618854;-0,19;"Negativ";0,00062930485953516;0,000563858773455978;0,265616010067123;0,65377096194109;0,0875239892548516;1,89300915276139e-12;0,454713967239443;0,000843775512284027;0,000470791508537178;0,690219984001676;0,0730777862724883;-0,0202183209020116;-0,0413834472111961;-0,0201690470291389;-0,0434252083583897
"BP74";"CH0008702190";2020-03-12;"CICOR TECHNOLOGIES ";4060;2019;3,086127446;2;3,298963821;-0,212836376;0,202194557;-0,06;"Negativ";9,67408071689976e-05;0,00139553677440112;0,944796907367119;0,475621250174237;0,221332368911588;0,0327393132767985;0,611925819602045;-0,00020517853970278;0,00116731056012664;0,305620876617842;0,185135652651802;-0,294016427131318;0,0708573967782817;-0,264774681207086;0,0520672999211993
"BP75";"CH0008702190";2021-03-11;"CICOR TECHNOLOGIES ";4060;2020;1,532421904;1;1,500496448;0,031925456;0;0,02;"Neutral";0,000748933273381285;0,00166202202210691;0,652712324350964;0,893673971609459;0,174255415168617;6,41825823369711e-07;0,048667690391159;-0,00071769617659024;0,00153708514162231;0,723659512488997;0,161156354091725;0,0309370328463592;-0,044472386248029;0,0307058518568903;-0,0463222603223986
"BP76";"CH0008702190";2022-03-10;"CICOR TECHNOLOGIES ";4060;2021;2,734947426;2;2,761019882;-0,026072456;0,016494819;-0,01;"Neutral";8,22025294865273e-05;0,00146858348983853;0,955413532447761;0,684162495305992;0,211468789037541;0,00140332408262107;0,785146151228655;0,000137405069768346;0,00127388599460031;0,578516381322876;0,183433308704587;0,0300220453852543;-0,00486420900427991;0,0304384062841172;-0,0184476459338851
"BP77";"CH0008702190";2023-03-02;"CICOR TECHNOLOGIES ";4060;2022;1,096107334;5;1,065033223;0,031074111;0,334461722;0,03;"Neutral";-0,000138912495389155;0,00133131678556738;0,916993301522855;0,444254210486341;0,142333600450626;0,00204368316261595;0,740863020790906;0,00026492515139846;0,00100703805392823;0,408697204468683;0,107664346728198;0,0395352557528192;-0,0759625388890505;0,0399238167337894;-0,0764103420136267
"BP78";"CH0008702190";2024-03-06;"CICOR TECHNOLOGIES ";4060;2023;1,447287354;5;2,47635123;-1,029063876;0,271387662;-0,42;"Negativ";0,000426174217764518;0,0008030055895995;0,596147930425482;0,241131274487979;0,133899853463478;0,0731049930119899;0,272876686135051;-0,00025377580321163;0,000423403052564704;0,119037644829825;0,0706017584792642;-0,0157940622693307;-0,038177907690261;-0,0160264191413723;-0,0386884721054066
"BP79";"CH0008742519";2020-02-06;"SWISSCOM ";8210;2019;34,35179102;20;32,11296518;2,238825835;2,155393975;0,07;"Positive";0,000218842094066171;0,00045755532275926;0,632924091735354;0,581472023435131;0,0737936880230562;1,52256941846424e-13;0,663624471306648;0,000315119891640278;0,000376344756193909;0,584054643087493;0,0606961959489618;0,0525723650449718;0,0916105429978899;0,0541315044954567;0,0765960827911535
"BP80";"CH0008742519";2021-02-04;"SWISSCOM ";8210;2020;31,43593267;23;29,58175538;1,854177295;1,6225049;0,06;"Positive";-0,000614952239184698;0,000806417927995758;0,446538879898346;0,750898117335899;0,0546408523369659;2,1109507367912e-31;0,0167039186870233;-0,000676852260964181;0,00063257566986236;0,728011244940831;0,042861737777596;-0,0251509877707133;0,014282029705836;-0,0249777296338352;0,0135478979709853
"BP81";"CH0008742519";2022-02-03;"SWISSCOM ";8210;2021;37,64011302;18;35,048894;2,591219022;2,856328011;0,07;"Positive";0,000191705050164785;0,000640044309338258;0,764828600355351;0,407150160144449;0,0983503419214782;4,96091370477017e-05;0,4029338266159;0,000532912246892377;0,000399788706388535;0,435350117439795;0,0614322405433308;0,039858631870994;0,0278789510860915;0,0402110248576621;0,0279339231516833
"BP82";"CH0008742519";2023-02-09;"SWISSCOM ";8210;2022;32,91514548;16;31,77381042;1,141335064;1,403166373;0,04;"Neutral";-0,000139418709051071;0,000692649056945696;0,840663862333708;0,284657045904879;0,066993469822614;3,17634505336274e-05;0,304812010775532;-0,000212300165537615;0,000684306196067516;0,303602218086968;0,0661865428617354;0,0533866457558124;0,0645388121180561;0,0540416354139707;0,0647980598401628
"BP83";"CH0008742519";2024-02-09;"SWISSCOM ";8210;2023;35,14992742;15;35,28472734;-0,134799918;1,138930013;NA;"Positive";-0,000559259518053366;0,000558537903876401;0,317790724711285;0,235132244389636;0,0865733169752292;0,00713530435335834;0,227533945153404;0,000161754977825329;0,000397895070337371;0,292575015227005;0,0616736944943689;0,000221837151860477;0,0562830309930884;0,00016892551094938;0,0571800815857211
"BP84";"CH0008837566";2020-02-26;"ALLREAL HOLDING AG ";2810;2019;9,013620505;4;8,645413575;0,36820693;0,866510094;0,04;"Neutral";0,000708251498882352;0,000418000392700695;0,09161463298079;0,217792457409317;0,0676049541357811;0,00146914949737145;0,402881741832653;0,000716416178005734;0,000389369913156648;0,23742219041869;0,0629744267720266;0,00151570635771546;-0,172231470911906;0,00102335898389516;-0,166062711511288
"BP85";"CH0008837566";2021-02-24;"ALLREAL HOLDING AG ";2810;2020;8,343185922;4;8,222667324;0,120518598;0,137630642;0,01;"Neutral";-0,000308831624890366;0,000785551768465216;0,694598699740264;0,455216613331005;0,0586069632091373;3,06054340241582e-13;0,00215895038557753;0,000181356322193017;0,000693747920886788;0,438521460895845;0,0517578350759296;-0,0580141581869578;-0,00212725255285279;-0,0570072496825741;-0,00333630547344455
"BP86";"CH0008837566";2022-03-08;"ALLREAL HOLDING AG ";2810;2021;8,875276861;3;9,197010968;-0,321734107;0,758559484;-0,03;"Neutral";-5,76322562446574e-05;0,00053158223606155;0,91376462324476;0,565240137254435;0,0771430187870868;4,46413023077203e-12;0,160460228969652;-0,000168229883208009;0,000507800824827079;0,549361170286749;0,0736918691263374;-0,0151076092167593;-0,0524091676429033;-0,0149468065989427;-0,0560636477322093
"BP87";"CH0008837566";2023-03-01;"ALLREAL HOLDING AG ";2810;2022;8,332544103;4;8,985419685;-0,652875582;0,185337916;-0,07;"Negativ";-0,000789425195386394;0,000762034500749118;0,301370710890415;0,786543690974203;0,0806986611547928;7,10548977124877e-19;0,742092474496951;-0,000290739338306315;0,000673583238170003;0,764318604673864;0,071331764432179;0,00664229743300257;0,0899325369011693;0,00588514812083385;0,0926817011250864
"BP88";"CH0008837566";2024-02-28;"ALLREAL HOLDING AG ";2810;2023;7,1406604;3;7,951566991;-0,810906591;0,074301179;-0,1;"Negativ";7,81838518056356e-06;0,000635244901706612;0,99019135191317;0,748180730041021;0,101796221816301;3,89809538777107e-12;0,0998026238100384;0,000274381247011981;0,000609575294378336;0,73617610726248;0,0976827389146571;-0,0107819371498205;-0,00222094231527265;-0,0107696180987132;-0,0024779066174403
"BP89";"CH0008967926";2020-03-27;"ADVAL TECH HOLDING A ";4970;2019;NA;NA;NA;0;NA;NA;NA;-7,53450611743911e-05;0,00176651090037852;0,966017877617446;0,481794674548125;0,272893868916029;0,0788729623718968;0,496925983099557;-6,51932788861098e-08;1,4905418692949e-06;0,000113000483740613;0,000230261662923257;0,19373342177539;0,0881319398243679;0,1984708414921;0,0714211347109623
"BP90";"CH0008967926";2021-04-27;"ADVAL TECH HOLDING A ";4970;2020;NA;NA;NA;0;NA;NA;NA;0,00160221050442581;0,00233054659815903;0,492506015850059;0,114547247975978;0,265160594973252;0,666172267569693;0,0869376884879834;2,6043081730043e-07;1,62704818439666e-06;6,31810824947317e-05;0,000185119261277834;-0,0453505289495736;0,195095317586438;-0,0571430676210685;0,19744148318204
"BP91";"CH0008967926";2022-04-27;"ADVAL TECH HOLDING A ";4970;2021;NA;1;62,43022986;NA;0;NA;NA;0,000273720355069614;0,00151342263637798;0,856643311143434;-0,0685365615781503;0,1748301266252;0,695426111087234;0,0980274907869836;2,52191732385379e-08;6,11616019030792e-08;-1,41918140705433e-08;7,06536981031702e-06;-0,0135428778034106;0,0666188181338669;-0,013986140214765;0,0567368313382894
"BP92";"CH0008967926";2023-04-03;"ADVAL TECH HOLDING A ";4970;2022;62,54835405;1;62,43022986;0,118124188;0;NA;"Positive";6,61662387388166e-05;0,00204839922606075;0,97426108262369;0,391446264364199;0,221598146216968;0,0787102685479842;0,983729861010286;-1,05219874318577e-07;1,12789829057986e-07;1,82444375009446e-05;1,22017313389852e-05;-0,0375857218592293;0,0573275742171239;-0,0384612690762514;0,0487829962079088
"BP93";"CH0008967926";2024-04-02;"ADVAL TECH HOLDING A ";4970;2023;NA;1;62,54835405;NA;0;NA;NA;-0,000752153870836823;0,0013985835878528;0,591263379746555;-0,301563641929807;0,23223945915259;0,195480207155593;0,701955977093495;-8,18222814685387e-08;8,72252569712245e-08;-2,45380629567803e-05;1,44840441997056e-05;0,0101009452541573;0,0209654802846341;0,0101009452542464;2,84657996418858e-06
"BP94";"CH0009320091";2020-03-03;"FEINTOOL INT HOLDING ";4970;2019;1,560739784;4;1,745939356;-0,185199572;0,262171847;-0,11;"Negativ";-0,0016767042949135;0,00141227133458825;0,236419334978839;0,940502945531522;0,227424613920862;5,04875229320252e-05;0,670373807597914;-0,00141426723891839;0,0013983364846032;1,01075441055687;0,225180620291396;-0,0107527423284605;-0,0110812376692319;-0,0108795184464897;-0,0212357897791293
"BP95";"CH0009320091";2021-03-02;"FEINTOOL INT HOLDING ";4970;2020;-0,575381858;3;-0,683268616;0,107886759;0,06670292;0,16;"Positive";0,00110781701484233;0,00178351132625622;0,53515097221399;0,783220056806612;0,150687017245186;4,61752331200266e-07;0,623859178420509;3,63653324343682e-07;0,00162429963450136;0,754557842789728;0,137235386976339;-0,00829497175568102;0,10797278776651;-0,00818314228479955;0,110273049900588
"BP96";"CH0009320091";2022-03-01;"FEINTOOL INT HOLDING ";4970;2021;2,8194009;3;2,497422031;0,321978869;0,347636294;0,13;"Positive";-0,0011621256852237;0,00127731613016453;0,363918534816667;0,952578181692272;0,201508351597949;4,07212418796442e-06;0,325002317645712;-0,00221031405346332;0,00120632457246412;0,950783326358416;0,190308781317929;-0,0250154840073426;0,0245453190658032;-0,0265105791274513;0,00729350243821769
"BP97";"CH0009320091";2023-03-01;"FEINTOOL INT HOLDING ";4970;2022;1,574989179;3;1,509009903;0,065979276;0,315849181;0,04;"Neutral";-0,0011754488357955;0,00132226890860815;0,374998070096487;0,96264922922122;0,140026902333674;6,3855456668583e-11;0,182728373805726;-0,00128322284545945;0,00118802393453274;0,935982236961033;0,125810499186578;-0,00460297438222181;0,00263662623979386;-0,00453869783589711;-0,000405126761214292
"BP98";"CH0009320091";2024-02-22;"FEINTOOL INT HOLDING ";4970;2023;1,287660072;3;0,489523664;0,798136408;0,827380126;1,63;"Positive";-0,00127852202197929;0,00130295314867651;0,327552518529306;0,382712870518319;0,204416029575923;0,0625082375678795;0,756760961183362;-0,00129401379457338;0,00122722436628605;0,343743727068815;0,192535190240601;0,0694456703807582;0,0929724825931517;0,0707787569566977;0,0902833347201873
"BP99";"CH0010570759";2020-03-03;"CHOCO LINDT & SPRUEN ";4640;2019;2260,003054;9;2312,244806;-52,24175256;46,69175674;-0,02;"Neutral";0,000454090145243596;0,000445526032534903;0,309221975677624;0,421326275642765;0,0717451267751497;1,57836378216366e-08;0,538384869236237;0,000404803307969319;0,000411272174919507;0,428756395887619;0,0662290689520594;0,0387973144199424;-0,0144090735574322;0,0375082240728256;-0,0331090022201732
"BP100";"CH0010570759";2021-03-02;"CHOCO LINDT & SPRUEN ";4640;2020;1406,742024;10;1490,476111;-83,73408687;113,2503844;-0,06;"Negativ";0,000122281973585611;0,000823411806511572;0,882079738178305;0,726248490714751;0,0695692072492473;5,75885141713854e-21;0,547213872736116;-0,000118388790735356;0,000660055248100851;0,747204249130704;0,0557673815069789;0,0431561471028192;0,0365864653833955;0,0438392376204215;0,0373269579248356
"BP101";"CH0010570759";2022-03-08;"CHOCO LINDT & SPRUEN ";4640;2021;2149,008884;8;2156,771825;-7,762940753;103,5089274;NA;"Positive";0,000589119145350595;0,000687827490822918;0,392661568856332;0,755739361915634;0,099817272751536;1,02078331867527e-12;0,242487306279116;0,000491248901404847;0,000649934523685671;0,746633512471417;0,0943182592829434;0,00792963246288374;0,060194368117291;0,00796886527095597;0,0641846234022743
"BP102";"CH0010570759";2023-03-07;"CHOCO LINDT & SPRUEN ";4640;2022;2540,30856;10;2549,33527;-9,026709942;53,70042666;NA;"Positive";1,70401048651107e-05;0,000723471651028798;0,981230413638635;0,935856056920818;0,0776408053164428;5,34525978496996e-26;0,880005783369595;-0,00027402923111212;0,000723147525076326;0,940759439628955;0,0776060210924333;0,00524076619050776;0,0625504884633634;0,00504259074825053;0,0656062160152007
"BP103";"CH0010570759";2024-03-05;"CHOCO LINDT & SPRUEN ";4640;2023;3042,602407;12;3000,037345;42,56506161;342,6202408;0,01;"Neutral";0,000214806239613947;0,000652440822553696;0,742292852597805;0,721478688294741;0,10797308904977;1,92247069704452e-10;0,445974551857721;0,000265511828432253;0,000544958254328981;0,793194479713533;0,0901856905470193;0,022846213396582;-0,0317889258035431;0,0231826229975367;-0,0320374155358186
"BP104";"CH0010570767";2020-03-03;"CHOCO LINDT & SPRUEN ";4640;2019;226,0003054;8;228,3835407;-2,383235315;4,259260264;-0,01;"Neutral";0,000508509159772375;0,000509830776586936;0,319667403154122;0,452836257478232;0,0821004184469001;9,75354227337704e-08;0,956988312182873;0,000470198650968288;0,000472430141875179;0,431994250575521;0,0760776204891716;0,0347001331962576;0,021295489013987;0,0327011785066241;0,00634323107826429
"BP105";"CH0010570767";2021-03-02;"CHOCO LINDT & SPRUEN ";4640;2020;140,6742024;8;145,1558767;-4,481674277;7,511836397;-0,03;"Neutral";-7,07196813316544e-06;0,00101873193492859;0,99446750329781;0,704322182532266;0,0860716017817722;2,25561961423109e-14;0,492679096873823;0,000192123905274394;0,000811735352035689;0,652205354915684;0,0685826757531658;0,0564141525768055;0,0302322808996156;0,0576569893053127;0,0301049054847442
"BP106";"CH0010570767";2022-03-08;"CHOCO LINDT & SPRUEN ";4640;2021;214,9008884;8;217,3128566;-2,411968226;6,526957353;-0,01;"Neutral";0,000717071146715381;0,000727852258885003;0,325619018448278;0,818576896199385;0,10562565238709;3,40998513543773e-13;0,0625529786092111;0,000840591485645537;0,000688264032816635;0,79602029670759;0,099880623565273;0,00676262745855226;0,0429270604936875;0,00703099303447408;0,0435326710579598
"BP107";"CH0010570767";2023-03-07;"CHOCO LINDT & SPRUEN ";4640;2022;254,030856;7;251,564838;2,466018024;5,831312301;0,01;"Neutral";0,000145492147233107;0,000760548799832885;0,84846866179177;1,03858592762269;0,081619813599481;3,90860519533498e-28;0,896064479517591;-0,000244450921951263;0,000693202939463656;1,0528277610062;0,0743924580751005;0,0118626041881515;0,0673670858450679;0,0114883327723434;0,0711769206752015
"BP108";"CH0010570767";2024-03-05;"CHOCO LINDT & SPRUEN ";4640;2023;NA;3;293,2094249;NA;9,39490623;NA;NA;0,000213845743474284;0,000631862498723925;0,735358020837588;0,84080730942682;0,104567561506797;5,54691495689736e-14;0,752987503026555;0,000328596037283951;0,000458216935989941;0,871538126520981;0,0758307823843793;0,0300010279261156;-0,0382546727175195;0,0303611022010399;-0,0385414792442427
